NOP,"Nauthiz Necessity, Othila Ancestral, Peorth Hearth","Needs, Friction, Shadow, Inherited Property, Genetics, Divination, Luck, Primal Law","Divination=2, Transmutation=2, Enchantment=1, Illusion=1, Necromancy=1"
NOQ,"Nauthiz Necessity, Othila Ancestral, Kaunaz Fire","Needs, Friction, Shadow, Inherited Property, Genetics, Fire, Knowledge","Divination=2, Enchantment=1, Illusion=1, Necromancy=1, Transmutation=1, Evocation=1"
NOR,"Nauthiz Necessity, Othila Ancestral, Raido Wheel","Needs, Friction, Shadow, Inherited Property, Genetics, Solar Chariot, Rhythm","Enchantment=2, Transmutation=2, Illusion=1, Necromancy=1, Divination=1"
NOS,"Nauthiz Necessity, Othila Ancestral, Sowulo Sun","Needs, Friction, Shadow, Inherited Property, Genetics, Thunderbolt, Wheel of Power","Transmutation=2, Enchantment=1, Illusion=1, Necromancy=1, Divination=1, Evocation=1"
NOT,"Nauthiz Necessity, Othila Ancestral, Teiwaz Victory","Needs, Friction, Shadow, Inherited Property, Genetics, Masculine Gods, Warrior Rune","Enchantment=2, Illusion=1, Necromancy=1, Divination=1, Transmutation=1, Evocation=1"
NOTH,"Nauthiz Necessity, Othila Ancestral, Thurisaz Thor","Needs, Friction, Shadow, Inherited Property, Genetics, Protection, Polarity, Regeneration","Necromancy=2, Transmutation=2, Enchantment=1, Illusion=1, Divination=1, Abjuration=1"
NOV,"Nauthiz Necessity, Othila Ancestral, Wunjo Joy","Needs, Friction, Shadow, Inherited Property, Genetics, Kinship, Heritage, Joy","Enchantment=2, Illusion=1, Necromancy=1, Divination=1, Transmutation=1"
NOW,"Nauthiz Necessity, Othila Ancestral, Wunjo Joy","Needs, Friction, Shadow, Inherited Property, Genetics, Kinship, Heritage, Joy","Enchantment=2, Illusion=1, Necromancy=1, Divination=1, Transmutation=1"
NOX,"Nauthiz Necessity, Othila Ancestral, Thurisaz Thor","Needs, Friction, Shadow, Inherited Property, Genetics, Protection, Polarity, Regeneration","Necromancy=2, Transmutation=2, Enchantment=1, Illusion=1, Divination=1, Abjuration=1"
NOY,"Nauthiz Necessity, Othila Ancestral, Eiwaz Death","Needs, Friction, Shadow, Inherited Property, Genetics,  Tree of Life, Dreaming, Magic","Illusion=2, Divination=2, Enchantment=1, Necromancy=1, Transmutation=1"
NOZ,"Nauthiz Necessity, Othila Ancestral, Algiz Protection","Needs, Friction, Shadow, Inherited Property, Genetics, Divine Protection, Sanctuary","Enchantment=1, Illusion=1, Necromancy=1, Divination=1, Transmutation=1, Abjuration=1"
NOA,"Nauthiz Necessity, Othila Ancestral, Ansuz Odin","Needs, Friction, Shadow, Inherited Property, Genetics, God, Ancestors","Divination=2, Enchantment=1, Illusion=1, Necromancy=1, Transmutation=1"
NOE,"Nauthiz Necessity, Othila Ancestral, Ehwaz Fire","Needs, Friction, Shadow, Inherited Property, Genetics, Fire, Knowledge","Divination=2, Enchantment=1, Illusion=1, Necromancy=1, Transmutation=1, Evocation=1"
NOI,"Nauthiz Necessity, Othila Ancestral, Isa Ice","Needs, Friction, Shadow, Inherited Property, Genetics, Cosmic Coherence","Transmutation=2, Enchantment=1, Illusion=1, Necromancy=1, Divination=1"
NOU,"Nauthiz Necessity, Othila Ancestral, Uruz Power","Needs, Friction, Shadow, Inherited Property, Genetics, Primal Creative Force, Gateway","Transmutation=2, Enchantment=1, Illusion=1, Necromancy=1, Divination=1, Evocation=1"
NUB,"Nauthiz Necessity, Uruz Power, Berkana Birth","Needs, Friction, Shadow, Primal Creative Force, Gateway, Earth Mother, Birth","Transmutation=2, Enchantment=1, Illusion=1, Necromancy=1, Evocation=1, Conjuration=1"
NUC,"Nauthiz Necessity, Uruz Power, Kaunaz Fire","Needs, Friction, Shadow, Primal Creative Force, Gateway, Fire, Knowledge","Evocation=2, Enchantment=1, Illusion=1, Necromancy=1, Transmutation=1, Divination=1"
NUD,"Nauthiz Necessity, Uruz Power, Dagaz Dawn","Needs, Friction, Shadow, Primal Creative Force, Gateway, Intuition, Light Within","Transmutation=2, Enchantment=1, Illusion=1, Necromancy=1, Evocation=1, Divination=1"
NUF,"Nauthiz Necessity, Uruz Power, Fehu Frey","Needs, Friction, Shadow, Primal Creative Force, Gateway, Wealth, Mother Rune","Enchantment=2, Illusion=1, Necromancy=1, Evocation=1, Transmutation=1"
NUG,"Nauthiz Necessity, Uruz Power, Gebo Gift","Needs, Friction, Shadow, Primal Creative Force, Gateway, Divine Interaction","Transmutation=2, Enchantment=1, Illusion=1, Necromancy=1, Evocation=1, Conjuration=1"
NUH,"Nauthiz Necessity, Uruz Power, Hagalaz Air","Needs, Friction, Shadow, Primal Creative Force, Gateway, Transformation, Egg of Life","Transmutation=2, Enchantment=1, Illusion=1, Necromancy=1, Evocation=1"
NUJ,"Nauthiz Necessity, Uruz Power, Jera Earth","Needs, Friction, Shadow, Primal Creative Force, Gateway, Cycles, Right Action","Transmutation=2, Enchantment=1, Illusion=1, Necromancy=1, Evocation=1, Divination=1"
NUK,"Nauthiz Necessity, Uruz Power, Kaunaz Fire","Needs, Friction, Shadow, Primal Creative Force, Gateway, Fire, Knowledge","Evocation=2, Enchantment=1, Illusion=1, Necromancy=1, Transmutation=1, Divination=1"
NUL,"Nauthiz Necessity, Uruz Power, Laguz Water","Needs, Friction, Shadow, Primal Creative Force, Gateway, Fertility, Living Renewal","Transmutation=2, Enchantment=1, Illusion=1, Necromancy=1, Evocation=1, Conjuration=1"
NUM,"Nauthiz Necessity, Uruz Power, Mannaz Man","Needs, Friction, Shadow, Primal Creative Force, Gateway, Divine Union, Manifestation","Illusion=2, Transmutation=2, Enchantment=1, Necromancy=1, Evocation=1, Conjuration=1"
NUNG,"Nauthiz Necessity, Uruz Power, Inguz Fertility","Needs, Friction, Shadow, Primal Creative Force, Gateway, True Love, Music, Harmony","Enchantment=2, Transmutation=2, Illusion=1, Necromancy=1, Evocation=1, Divination=1"
NUP,"Nauthiz Necessity, Uruz Power, Peorth Hearth","Needs, Friction, Shadow, Primal Creative Force, Gateway, Divination, Luck, Primal Law","Transmutation=2, Enchantment=1, Illusion=1, Necromancy=1, Evocation=1, Divination=1"
NUQ,"Nauthiz Necessity, Uruz Power, Kaunaz Fire","Needs, Friction, Shadow, Primal Creative Force, Gateway, Fire, Knowledge","Evocation=2, Enchantment=1, Illusion=1, Necromancy=1, Transmutation=1, Divination=1"
NUR,"Nauthiz Necessity, Uruz Power, Raido Wheel","Needs, Friction, Shadow, Primal Creative Force, Gateway, Solar Chariot, Rhythm","Enchantment=2, Transmutation=2, Illusion=1, Necromancy=1, Evocation=1"
NUS,"Nauthiz Necessity, Uruz Power, Sowulo Sun","Needs, Friction, Shadow, Primal Creative Force, Gateway, Thunderbolt, Wheel of Power","Evocation=2, Transmutation=2, Enchantment=1, Illusion=1, Necromancy=1"
NUT,"Nauthiz Necessity, Uruz Power, Teiwaz Victory","Needs, Friction, Shadow, Primal Creative Force, Gateway, Masculine Gods, Warrior Rune","Enchantment=2, Evocation=2, Illusion=1, Necromancy=1, Transmutation=1"
NUTH,"Nauthiz Necessity, Uruz Power, Thurisaz Thor","Needs, Friction, Shadow, Primal Creative Force, Gateway, Protection, Polarity, Regeneration","Necromancy=2, Transmutation=2, Enchantment=1, Illusion=1, Evocation=1, Abjuration=1"
NUV,"Nauthiz Necessity, Uruz Power, Wunjo Joy","Needs, Friction, Shadow, Primal Creative Force, Gateway, Kinship, Heritage, Joy","Enchantment=2, Illusion=1, Necromancy=1, Evocation=1, Transmutation=1"
NUW,"Nauthiz Necessity, Uruz Power, Wunjo Joy","Needs, Friction, Shadow, Primal Creative Force, Gateway, Kinship, Heritage, Joy","Enchantment=2, Illusion=1, Necromancy=1, Evocation=1, Transmutation=1"
NUX,"Nauthiz Necessity, Uruz Power, Thurisaz Thor","Needs, Friction, Shadow, Primal Creative Force, Gateway, Protection, Polarity, Regeneration","Necromancy=2, Transmutation=2, Enchantment=1, Illusion=1, Evocation=1, Abjuration=1"
NUY,"Nauthiz Necessity, Uruz Power, Eiwaz Death","Needs, Friction, Shadow, Primal Creative Force, Gateway,  Tree of Life, Dreaming, Magic","Illusion=2, Enchantment=1, Necromancy=1, Evocation=1, Transmutation=1, Divination=1"
NUZ,"Nauthiz Necessity, Uruz Power, Algiz Protection","Needs, Friction, Shadow, Primal Creative Force, Gateway, Divine Protection, Sanctuary","Enchantment=1, Illusion=1, Necromancy=1, Evocation=1, Transmutation=1, Abjuration=1"
NUA,"Nauthiz Necessity, Uruz Power, Ansuz Odin","Needs, Friction, Shadow, Primal Creative Force, Gateway, God, Ancestors","Enchantment=1, Illusion=1, Necromancy=1, Evocation=1, Transmutation=1, Divination=1"
NUE,"Nauthiz Necessity, Uruz Power, Ehwaz Fire","Needs, Friction, Shadow, Primal Creative Force, Gateway, Fire, Knowledge","Evocation=2, Enchantment=1, Illusion=1, Necromancy=1, Transmutation=1, Divination=1"
NUI,"Nauthiz Necessity, Uruz Power, Isa Ice","Needs, Friction, Shadow, Primal Creative Force, Gateway, Cosmic Coherence","Transmutation=2, Enchantment=1, Illusion=1, Necromancy=1, Evocation=1"
NUO,"Nauthiz Necessity, Uruz Power, Othila Ancestral","Needs, Friction, Shadow, Primal Creative Force, Gateway, Inherited Property, Genetics","Transmutation=2, Enchantment=1, Illusion=1, Necromancy=1, Evocation=1, Divination=1"
NGAB,"Inguz Fertility, Ansuz Odin, Berkana Birth","True Love, Music, Harmony, God, Ancestors, Earth Mother, Birth","Divination=2, Transmutation=2, Enchantment=1, Conjuration=1"
NGAC,"Inguz Fertility, Ansuz Odin, Kaunaz Fire","True Love, Music, Harmony, God, Ancestors, Fire, Knowledge","Divination=3, Enchantment=1, Transmutation=1, Evocation=1"
NGAD,"Inguz Fertility, Ansuz Odin, Dagaz Dawn","True Love, Music, Harmony, God, Ancestors, Intuition, Light Within","Divination=3, Transmutation=2, Enchantment=1"
NGAF,"Inguz Fertility, Ansuz Odin, Fehu Frey","True Love, Music, Harmony, God, Ancestors, Wealth, Mother Rune","Divination=2, Enchantment=2, Transmutation=1"
NGAG,"Inguz Fertility, Ansuz Odin, Gebo Gift","True Love, Music, Harmony, God, Ancestors, Divine Interaction","Divination=2, Transmutation=2, Enchantment=1, Conjuration=1"
NGAH,"Inguz Fertility, Ansuz Odin, Hagalaz Air","True Love, Music, Harmony, God, Ancestors, Transformation, Egg of Life","Divination=2, Transmutation=2, Enchantment=1"
NGAJ,"Inguz Fertility, Ansuz Odin, Jera Earth","True Love, Music, Harmony, God, Ancestors, Cycles, Right Action","Divination=3, Transmutation=2, Enchantment=1"
NGAK,"Inguz Fertility, Ansuz Odin, Kaunaz Fire","True Love, Music, Harmony, God, Ancestors, Fire, Knowledge","Divination=3, Enchantment=1, Transmutation=1, Evocation=1"
NGAL,"Inguz Fertility, Ansuz Odin, Laguz Water","True Love, Music, Harmony, God, Ancestors, Fertility, Living Renewal","Divination=2, Transmutation=2, Enchantment=1, Conjuration=1"
NGAM,"Inguz Fertility, Ansuz Odin, Mannaz Man","True Love, Music, Harmony, God, Ancestors, Divine Union, Manifestation","Divination=2, Transmutation=2, Enchantment=1, Conjuration=1, Illusion=1"
NGAN,"Inguz Fertility, Ansuz Odin, Nauthiz Necessity","True Love, Music, Harmony, God, Ancestors, Needs, Friction, Shadow","Divination=2, Enchantment=2, Transmutation=1, Illusion=1, Necromancy=1"
NGAP,"Inguz Fertility, Ansuz Odin, Peorth Hearth","True Love, Music, Harmony, God, Ancestors, Divination, Luck, Primal Law","Divination=3, Transmutation=2, Enchantment=1"
NGAQ,"Inguz Fertility, Ansuz Odin, Kaunaz Fire","True Love, Music, Harmony, God, Ancestors, Fire, Knowledge","Divination=3, Enchantment=1, Transmutation=1, Evocation=1"
NGAR,"Inguz Fertility, Ansuz Odin, Raido Wheel","True Love, Music, Harmony, God, Ancestors, Solar Chariot, Rhythm","Divination=2, Enchantment=2, Transmutation=2"
NGAS,"Inguz Fertility, Ansuz Odin, Sowulo Sun","True Love, Music, Harmony, God, Ancestors, Thunderbolt, Wheel of Power","Divination=2, Transmutation=2, Enchantment=1, Evocation=1"
NGAT,"Inguz Fertility, Ansuz Odin, Teiwaz Victory","True Love, Music, Harmony, God, Ancestors, Masculine Gods, Warrior Rune","Divination=2, Enchantment=2, Transmutation=1, Evocation=1"
NGATH,"Inguz Fertility, Ansuz Odin, Thurisaz Thor","True Love, Music, Harmony, God, Ancestors, Protection, Polarity, Regeneration","Divination=2, Transmutation=2, Enchantment=1, Abjuration=1, Necromancy=1"
NGAV,"Inguz Fertility, Ansuz Odin, Wunjo Joy","True Love, Music, Harmony, God, Ancestors, Kinship, Heritage, Joy","Divination=2, Enchantment=2, Transmutation=1"
NGAW,"Inguz Fertility, Ansuz Odin, Wunjo Joy","True Love, Music, Harmony, God, Ancestors, Kinship, Heritage, Joy","Divination=2, Enchantment=2, Transmutation=1"
NGAX,"Inguz Fertility, Ansuz Odin, Thurisaz Thor","True Love, Music, Harmony, God, Ancestors, Protection, Polarity, Regeneration","Divination=2, Transmutation=2, Enchantment=1, Abjuration=1, Necromancy=1"
NGAY,"Inguz Fertility, Ansuz Odin, Eiwaz Death","True Love, Music, Harmony, God, Ancestors,  Tree of Life, Dreaming, Magic","Divination=3, Enchantment=1, Transmutation=1, Illusion=1"
NGAZ,"Inguz Fertility, Ansuz Odin, Algiz Protection","True Love, Music, Harmony, God, Ancestors, Divine Protection, Sanctuary","Divination=2, Enchantment=1, Transmutation=1, Abjuration=1"
NGAE,"Inguz Fertility, Ansuz Odin, Ehwaz Fire","True Love, Music, Harmony, God, Ancestors, Fire, Knowledge","Divination=3, Enchantment=1, Transmutation=1, Evocation=1"
NGAI,"Inguz Fertility, Ansuz Odin, Isa Ice","True Love, Music, Harmony, God, Ancestors, Cosmic Coherence","Divination=2, Transmutation=2, Enchantment=1"
NGAO,"Inguz Fertility, Ansuz Odin, Othila Ancestral","True Love, Music, Harmony, God, Ancestors, Inherited Property, Genetics","Divination=3, Transmutation=2, Enchantment=1"
NGAU,"Inguz Fertility, Ansuz Odin, Uruz Power","True Love, Music, Harmony, God, Ancestors, Primal Creative Force, Gateway","Divination=2, Transmutation=2, Enchantment=1, Evocation=1"
NGEB,"Inguz Fertility, Ehwaz Fire, Berkana Birth","True Love, Music, Harmony, Fire, Knowledge, Earth Mother, Birth","Divination=2, Transmutation=2, Enchantment=1, Evocation=1, Conjuration=1"
NGEC,"Inguz Fertility, Ehwaz Fire, Kaunaz Fire","True Love, Music, Harmony, Fire, Knowledge, Fire, Knowledge","Divination=3, Evocation=2, Enchantment=1, Transmutation=1"
NGED,"Inguz Fertility, Ehwaz Fire, Dagaz Dawn","True Love, Music, Harmony, Fire, Knowledge, Intuition, Light Within","Divination=3, Transmutation=2, Enchantment=1, Evocation=1"
NGEF,"Inguz Fertility, Ehwaz Fire, Fehu Frey","True Love, Music, Harmony, Fire, Knowledge, Wealth, Mother Rune","Divination=2, Enchantment=2, Transmutation=1, Evocation=1"
NGEG,"Inguz Fertility, Ehwaz Fire, Gebo Gift","True Love, Music, Harmony, Fire, Knowledge, Divine Interaction","Divination=2, Transmutation=2, Enchantment=1, Evocation=1, Conjuration=1"
NGEH,"Inguz Fertility, Ehwaz Fire, Hagalaz Air","True Love, Music, Harmony, Fire, Knowledge, Transformation, Egg of Life","Divination=2, Transmutation=2, Enchantment=1, Evocation=1"
NGEJ,"Inguz Fertility, Ehwaz Fire, Jera Earth","True Love, Music, Harmony, Fire, Knowledge, Cycles, Right Action","Divination=3, Transmutation=2, Enchantment=1, Evocation=1"
NGEK,"Inguz Fertility, Ehwaz Fire, Kaunaz Fire","True Love, Music, Harmony, Fire, Knowledge, Fire, Knowledge","Divination=3, Evocation=2, Enchantment=1, Transmutation=1"
NGEL,"Inguz Fertility, Ehwaz Fire, Laguz Water","True Love, Music, Harmony, Fire, Knowledge, Fertility, Living Renewal","Divination=2, Transmutation=2, Enchantment=1, Evocation=1, Conjuration=1"
NGEM,"Inguz Fertility, Ehwaz Fire, Mannaz Man","True Love, Music, Harmony, Fire, Knowledge, Divine Union, Manifestation","Divination=2, Transmutation=2, Enchantment=1, Evocation=1, Conjuration=1, Illusion=1"
NGEN,"Inguz Fertility, Ehwaz Fire, Nauthiz Necessity","True Love, Music, Harmony, Fire, Knowledge, Needs, Friction, Shadow","Divination=2, Enchantment=2, Transmutation=1, Evocation=1, Illusion=1, Necromancy=1"
NGEP,"Inguz Fertility, Ehwaz Fire, Peorth Hearth","True Love, Music, Harmony, Fire, Knowledge, Divination, Luck, Primal Law","Divination=3, Transmutation=2, Enchantment=1, Evocation=1"
NGEQ,"Inguz Fertility, Ehwaz Fire, Kaunaz Fire","True Love, Music, Harmony, Fire, Knowledge, Fire, Knowledge","Divination=3, Evocation=2, Enchantment=1, Transmutation=1"
NGER,"Inguz Fertility, Ehwaz Fire, Raido Wheel","True Love, Music, Harmony, Fire, Knowledge, Solar Chariot, Rhythm","Divination=2, Enchantment=2, Transmutation=2, Evocation=1"
NGES,"Inguz Fertility, Ehwaz Fire, Sowulo Sun","True Love, Music, Harmony, Fire, Knowledge, Thunderbolt, Wheel of Power","Divination=2, Transmutation=2, Evocation=2, Enchantment=1"
NGET,"Inguz Fertility, Ehwaz Fire, Teiwaz Victory","True Love, Music, Harmony, Fire, Knowledge, Masculine Gods, Warrior Rune","Divination=2, Enchantment=2, Evocation=2, Transmutation=1"
NGETH,"Inguz Fertility, Ehwaz Fire, Thurisaz Thor","True Love, Music, Harmony, Fire, Knowledge, Protection, Polarity, Regeneration","Divination=2, Transmutation=2, Enchantment=1, Evocation=1, Abjuration=1, Necromancy=1"
NGEV,"Inguz Fertility, Ehwaz Fire, Wunjo Joy","True Love, Music, Harmony, Fire, Knowledge, Kinship, Heritage, Joy","Divination=2, Enchantment=2, Transmutation=1, Evocation=1"
NGEW,"Inguz Fertility, Ehwaz Fire, Wunjo Joy","True Love, Music, Harmony, Fire, Knowledge, Kinship, Heritage, Joy","Divination=2, Enchantment=2, Transmutation=1, Evocation=1"
NGEX,"Inguz Fertility, Ehwaz Fire, Thurisaz Thor","True Love, Music, Harmony, Fire, Knowledge, Protection, Polarity, Regeneration","Divination=2, Transmutation=2, Enchantment=1, Evocation=1, Abjuration=1, Necromancy=1"
NGEY,"Inguz Fertility, Ehwaz Fire, Eiwaz Death","True Love, Music, Harmony, Fire, Knowledge,  Tree of Life, Dreaming, Magic","Divination=3, Enchantment=1, Transmutation=1, Evocation=1, Illusion=1"
NGEZ,"Inguz Fertility, Ehwaz Fire, Algiz Protection","True Love, Music, Harmony, Fire, Knowledge, Divine Protection, Sanctuary","Divination=2, Enchantment=1, Transmutation=1, Evocation=1, Abjuration=1"
NGEA,"Inguz Fertility, Ehwaz Fire, Ansuz Odin","True Love, Music, Harmony, Fire, Knowledge, God, Ancestors","Divination=3, Enchantment=1, Transmutation=1, Evocation=1"
NGEI,"Inguz Fertility, Ehwaz Fire, Isa Ice","True Love, Music, Harmony, Fire, Knowledge, Cosmic Coherence","Divination=2, Transmutation=2, Enchantment=1, Evocation=1"
NGEO,"Inguz Fertility, Ehwaz Fire, Othila Ancestral","True Love, Music, Harmony, Fire, Knowledge, Inherited Property, Genetics","Divination=3, Transmutation=2, Enchantment=1, Evocation=1"
NGEU,"Inguz Fertility, Ehwaz Fire, Uruz Power","True Love, Music, Harmony, Fire, Knowledge, Primal Creative Force, Gateway","Divination=2, Transmutation=2, Evocation=2, Enchantment=1"
NGIB,"Inguz Fertility, Isa Ice, Berkana Birth","True Love, Music, Harmony, Cosmic Coherence, Earth Mother, Birth","Transmutation=3, Divination=1, Enchantment=1, Conjuration=1"
NGIC,"Inguz Fertility, Isa Ice, Kaunaz Fire","True Love, Music, Harmony, Cosmic Coherence, Fire, Knowledge","Divination=2, Transmutation=2, Enchantment=1, Evocation=1"
NGID,"Inguz Fertility, Isa Ice, Dagaz Dawn","True Love, Music, Harmony, Cosmic Coherence, Intuition, Light Within","Transmutation=3, Divination=2, Enchantment=1"
NGIF,"Inguz Fertility, Isa Ice, Fehu Frey","True Love, Music, Harmony, Cosmic Coherence, Wealth, Mother Rune","Enchantment=2, Transmutation=2, Divination=1"
NGIG,"Inguz Fertility, Isa Ice, Gebo Gift","True Love, Music, Harmony, Cosmic Coherence, Divine Interaction","Transmutation=3, Divination=1, Enchantment=1, Conjuration=1"
NGIH,"Inguz Fertility, Isa Ice, Hagalaz Air","True Love, Music, Harmony, Cosmic Coherence, Transformation, Egg of Life","Transmutation=3, Divination=1, Enchantment=1"
NGIJ,"Inguz Fertility, Isa Ice, Jera Earth","True Love, Music, Harmony, Cosmic Coherence, Cycles, Right Action","Transmutation=3, Divination=2, Enchantment=1"
NGIK,"Inguz Fertility, Isa Ice, Kaunaz Fire","True Love, Music, Harmony, Cosmic Coherence, Fire, Knowledge","Divination=2, Transmutation=2, Enchantment=1, Evocation=1"
NGIL,"Inguz Fertility, Isa Ice, Laguz Water","True Love, Music, Harmony, Cosmic Coherence, Fertility, Living Renewal","Transmutation=3, Divination=1, Enchantment=1, Conjuration=1"
NGIM,"Inguz Fertility, Isa Ice, Mannaz Man","True Love, Music, Harmony, Cosmic Coherence, Divine Union, Manifestation","Transmutation=3, Divination=1, Enchantment=1, Conjuration=1, Illusion=1"
NGIN,"Inguz Fertility, Isa Ice, Nauthiz Necessity","True Love, Music, Harmony, Cosmic Coherence, Needs, Friction, Shadow","Enchantment=2, Transmutation=2, Divination=1, Illusion=1, Necromancy=1"
NGIP,"Inguz Fertility, Isa Ice, Peorth Hearth","True Love, Music, Harmony, Cosmic Coherence, Divination, Luck, Primal Law","Transmutation=3, Divination=2, Enchantment=1"
NGIQ,"Inguz Fertility, Isa Ice, Kaunaz Fire","True Love, Music, Harmony, Cosmic Coherence, Fire, Knowledge","Divination=2, Transmutation=2, Enchantment=1, Evocation=1"
NGIR,"Inguz Fertility, Isa Ice, Raido Wheel","True Love, Music, Harmony, Cosmic Coherence, Solar Chariot, Rhythm","Transmutation=3, Enchantment=2, Divination=1"
NGIS,"Inguz Fertility, Isa Ice, Sowulo Sun","True Love, Music, Harmony, Cosmic Coherence, Thunderbolt, Wheel of Power","Transmutation=3, Divination=1, Enchantment=1, Evocation=1"
NGIT,"Inguz Fertility, Isa Ice, Teiwaz Victory","True Love, Music, Harmony, Cosmic Coherence, Masculine Gods, Warrior Rune","Enchantment=2, Transmutation=2, Divination=1, Evocation=1"
NGITH,"Inguz Fertility, Isa Ice, Thurisaz Thor","True Love, Music, Harmony, Cosmic Coherence, Protection, Polarity, Regeneration","Transmutation=3, Divination=1, Enchantment=1, Abjuration=1, Necromancy=1"
NGIV,"Inguz Fertility, Isa Ice, Wunjo Joy","True Love, Music, Harmony, Cosmic Coherence, Kinship, Heritage, Joy","Enchantment=2, Transmutation=2, Divination=1"
NGIW,"Inguz Fertility, Isa Ice, Wunjo Joy","True Love, Music, Harmony, Cosmic Coherence, Kinship, Heritage, Joy","Enchantment=2, Transmutation=2, Divination=1"
NGIX,"Inguz Fertility, Isa Ice, Thurisaz Thor","True Love, Music, Harmony, Cosmic Coherence, Protection, Polarity, Regeneration","Transmutation=3, Divination=1, Enchantment=1, Abjuration=1, Necromancy=1"
NGIY,"Inguz Fertility, Isa Ice, Eiwaz Death","True Love, Music, Harmony, Cosmic Coherence,  Tree of Life, Dreaming, Magic","Divination=2, Transmutation=2, Enchantment=1, Illusion=1"
NGIZ,"Inguz Fertility, Isa Ice, Algiz Protection","True Love, Music, Harmony, Cosmic Coherence, Divine Protection, Sanctuary","Transmutation=2, Divination=1, Enchantment=1, Abjuration=1"
NGIA,"Inguz Fertility, Isa Ice, Ansuz Odin","True Love, Music, Harmony, Cosmic Coherence, God, Ancestors","Divination=2, Transmutation=2, Enchantment=1"
NGIE,"Inguz Fertility, Isa Ice, Ehwaz Fire","True Love, Music, Harmony, Cosmic Coherence, Fire, Knowledge","Divination=2, Transmutation=2, Enchantment=1, Evocation=1"
NGIO,"Inguz Fertility, Isa Ice, Othila Ancestral","True Love, Music, Harmony, Cosmic Coherence, Inherited Property, Genetics","Transmutation=3, Divination=2, Enchantment=1"
NGIU,"Inguz Fertility, Isa Ice, Uruz Power","True Love, Music, Harmony, Cosmic Coherence, Primal Creative Force, Gateway","Transmutation=3, Divination=1, Enchantment=1, Evocation=1"
NGOB,"Inguz Fertility, Othila Ancestral, Berkana Birth","True Love, Music, Harmony, Inherited Property, Genetics, Earth Mother, Birth","Transmutation=3, Divination=2, Enchantment=1, Conjuration=1"
NGOC,"Inguz Fertility, Othila Ancestral, Kaunaz Fire","True Love, Music, Harmony, Inherited Property, Genetics, Fire, Knowledge","Divination=3, Transmutation=2, Enchantment=1, Evocation=1"
NGOD,"Inguz Fertility, Othila Ancestral, Dagaz Dawn","True Love, Music, Harmony, Inherited Property, Genetics, Intuition, Light Within","Divination=3, Transmutation=3, Enchantment=1"
NGOF,"Inguz Fertility, Othila Ancestral, Fehu Frey","True Love, Music, Harmony, Inherited Property, Genetics, Wealth, Mother Rune","Divination=2, Enchantment=2, Transmutation=2"
NGOG,"Inguz Fertility, Othila Ancestral, Gebo Gift","True Love, Music, Harmony, Inherited Property, Genetics, Divine Interaction","Transmutation=3, Divination=2, Enchantment=1, Conjuration=1"
NGOH,"Inguz Fertility, Othila Ancestral, Hagalaz Air","True Love, Music, Harmony, Inherited Property, Genetics, Transformation, Egg of Life","Transmutation=3, Divination=2, Enchantment=1"
NGOJ,"Inguz Fertility, Othila Ancestral, Jera Earth","True Love, Music, Harmony, Inherited Property, Genetics, Cycles, Right Action","Divination=3, Transmutation=3, Enchantment=1"
NGOK,"Inguz Fertility, Othila Ancestral, Kaunaz Fire","True Love, Music, Harmony, Inherited Property, Genetics, Fire, Knowledge","Divination=3, Transmutation=2, Enchantment=1, Evocation=1"
NGOL,"Inguz Fertility, Othila Ancestral, Laguz Water","True Love, Music, Harmony, Inherited Property, Genetics, Fertility, Living Renewal","Transmutation=3, Divination=2, Enchantment=1, Conjuration=1"
NGOM,"Inguz Fertility, Othila Ancestral, Mannaz Man","True Love, Music, Harmony, Inherited Property, Genetics, Divine Union, Manifestation","Transmutation=3, Divination=2, Enchantment=1, Conjuration=1, Illusion=1"
NGON,"Inguz Fertility, Othila Ancestral, Nauthiz Necessity","True Love, Music, Harmony, Inherited Property, Genetics, Needs, Friction, Shadow","Divination=2, Enchantment=2, Transmutation=2, Illusion=1, Necromancy=1"
NGOP,"Inguz Fertility, Othila Ancestral, Peorth Hearth","True Love, Music, Harmony, Inherited Property, Genetics, Divination, Luck, Primal Law","Divination=3, Transmutation=3, Enchantment=1"
NGOQ,"Inguz Fertility, Othila Ancestral, Kaunaz Fire","True Love, Music, Harmony, Inherited Property, Genetics, Fire, Knowledge","Divination=3, Transmutation=2, Enchantment=1, Evocation=1"
NGOR,"Inguz Fertility, Othila Ancestral, Raido Wheel","True Love, Music, Harmony, Inherited Property, Genetics, Solar Chariot, Rhythm","Transmutation=3, Divination=2, Enchantment=2"
NGOS,"Inguz Fertility, Othila Ancestral, Sowulo Sun","True Love, Music, Harmony, Inherited Property, Genetics, Thunderbolt, Wheel of Power","Transmutation=3, Divination=2, Enchantment=1, Evocation=1"
NGOT,"Inguz Fertility, Othila Ancestral, Teiwaz Victory","True Love, Music, Harmony, Inherited Property, Genetics, Masculine Gods, Warrior Rune","Divination=2, Enchantment=2, Transmutation=2, Evocation=1"
NGOTH,"Inguz Fertility, Othila Ancestral, Thurisaz Thor","True Love, Music, Harmony, Inherited Property, Genetics, Protection, Polarity, Regeneration","Transmutation=3, Divination=2, Enchantment=1, Abjuration=1, Necromancy=1"
